URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administrative-gender,5.0.0,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","Questionnaire/ClinicalResponseBaseline,StructureDefinition/StrokePatient","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/identifier-type,5.0.0,active,"2.16.840.1.113883.4.642.3.45",IdentifierTypeCodes,Identifier Type Codes,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/molicavc-organization-profile","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/molicavc-organization-profile,StructureDefinition/molicavc-encounter-profile,StructureDefinition/molicavc-practitioner-profile,StructureDefinition/StrokePatient,StructureDefinition/molicavc-observation-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/organization-type,5.0.0,draft,"2.16.840.1.113883.4.642.2.228,2.16.840.1.113883.4.642.3.414,2.16.840.1.113883.4.642.3.403",OrganizationType,Organization Type,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/molicavc-organization-profile","THO"
http://terminology.hl7.org/ValueSet/v3-Ethnicity,2.0.0,active,"2.16.840.1.113883.1.11.15836",Ethnicity,Ethnicity,"In the United States, federal standards for classifying data on ethnicity determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define ethnicity, and they recognize the absence of an anthropological or scientific basis for ethnicity classification. Instead, the federal standards acknowledge that ethnicity is a social-political construct in which an individual's own identification with a particular ethnicity is preferred to observer identification. The standards specify two minimum ethnicity categories: Hispanic or Latino, and Not Hispanic or Latino. The standards define a Hispanic or Latino as a person of ""Mexican, Puerto Rican, Cuban, South or Central America, or other Spanish culture or origin, regardless of race."" The standards stipulate that ethnicity data need not be limited to the two minimum categories, but any expansion must be collapsible to those categories. In addition, the standards stipulate that an individual can be Hispanic or Latino or can be Not Hispanic or Latino, but cannot be both.","Questionnaire/PatientReportedBaseline,StructureDefinition/EthnicityExtension","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-Race,2.0.0,active,"2.16.840.1.113883.1.11.14914",Race,Race,"In the United States, federal standards for classifying data on race determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define race, and they recognize the absence of an anthropological or scientific basis for racial classification. Instead, the federal standards acknowledge that race is a social-political construct in which an individual's own identification with one more race categories is preferred to observer identification. The standards use a variety of features to define five minimum race categories. Among these features are descent from ""the original peoples"" of a specified region or nation. The minimum race categories are American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, and White. The federal standards stipulate that race data need not be limited to the five minimum categories, but any expansion must be collapsible to those categories.","StructureDefinition/RaceExtension,Questionnaire/PatientReportedBaseline","THO (V3)"
https://molic-avc.gabriellesantosleandro.com/ValueSet/DiagnosisVS,1.0.1,active,,DiagnosisVS,ValueSet of the Diagnostic Evidence Base,"This ValueSet indicates which diagnostic evidence base was used for its realization","Questionnaire/ClinicalResponseBaseline","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/DischDestVS,1.0.1,active,,DischDestVS,ValueSet of Discharge Location,"Discharge destination following acute care hospitalization. What type of place was the patient discharged to?","Questionnaire/ClinicalResponseDischargeOrSevenDays","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/EstStrokeSevNIHSSCatVS,1.0.1,active,,EstStrokeSevNIHSSCatVS,ValueSet that categorizes the estimated severity of the stroke using the NIHSS according to the ICHOM standard.,"This ValueSet is intended to categorize the severity of the stroke based on the National Institutes of Health Stroke Scale (NIHSS).","Questionnaire/ClinicalResponseBaseline,StructureDefinition/Est-StrokeSevNIHSSCatExtension","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/GenderIdentityVS,1.0.1,active,,GenderIdentityVS,ValueSet of Gender Identity,"ValueSet for Gender Identity based on LOINC.","StructureDefinition/GenderIdentityExtension,Questionnaire/PatientReportedBaseline","LOINC"
https://molic-avc.gabriellesantosleandro.com/ValueSet/LiveAlonePreVS,1.0.1,active,,LiveAlonePreVS,ValueSet of Live Alone Pre-Stroke,"ValueSet indicating whether a patient lived alone prior to a stroke event based on ICHOM terminology.","Questionnaire/PatientReportedBaseline,Questionnaire/PatientReportedNinetyDays,StructureDefinition/LiveAlonePreExtension","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/LivingLocPreVS,1.0.1,active,,LivingLocPreVS,ValueSet of Patient's Residence Prior to a Stroke,"Represents the patient's most recent place of residence before the occurrence of a stroke based on ICHOM code.","Questionnaire/PatientReportedBaseline,StructureDefinition/LivingLocPreExtension,Questionnaire/PatientReportedNinetyDays","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/NoYesUnknownVS,1.0.1,active,,NoYesUnknownVS,ValueSet Yes, No and Unknown,"ValueSet with responses Yes, No, and Unknown","Questionnaire/ClinicalResponseDischargeOrSevenDays,Questionnaire/ClinicalResponseNinetyDays,Questionnaire/ClinicalResponseBaseline,Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/PatientReportedNinetyDays,Questionnaire/PatientReportedDischargeOrSevenDays","THO (V2)"
https://molic-avc.gabriellesantosleandro.com/ValueSet/PROMIS10VS,1.0.1,active,,PROMIS10VS,ValueSet of PROMIS-10 Response Questionnaire,"This ValueSet defines the response values for the PROMIS-10 (Patient-Reported Outcomes Measurement Information System 10-item short form) Questionnaire.","Questionnaire/PatientReportedNinetyDays,Questionnaire/PatientReportedDischargeOrSevenDays","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/SMRSqVS,1.0.1,active,,SMRSqVS,ValueSet of simplified modified Ranking Scale questionnaire (SMRSq),"This ValueSet defines the response values for the simplified modified Ranking Scale questionnaire.","Questionnaire/ClinicalResponseDischargeOrSevenDays,Questionnaire/ClinicalResponseNinetyDays","Other"
https://molic-avc.gabriellesantosleandro.com/ValueSet/SmokingStatusVS,1.0.1,active,,SmokingStatusVS,ValueSet of Smoking Status,"ValueSet for Smoking Status. A person's current and past smoking behavior.","Questionnaire/PatientReportedBaseline,StructureDefinition/SmokingStatusExtension","Other"
